DATE,EURONTD156N,USDONTD156N,DEXUSEU,rateDiff,rateDiffPctChange,FXPctChange
2010-03-26,0.27938,0.21813000000000002,1.3398,0.06125,-0.014163849991952637,0.004046762589928088
2010-03-29,0.27938,0.21688000000000002,1.3465,0.0625,0.020408163265306145,0.005000746380056764
2010-03-30,0.27938,0.21825,1.3409,0.06113000000000002,-0.021919999999999717,-0.004158930560713037
2010-03-31,0.28875,0.22513000000000002,1.3526,0.06361999999999998,0.04073286438737056,0.00872548288462971
2010-04-01,0.28125,0.2195,1.3569,0.06175,-0.02939327255579982,0.0031790625462073674
2010-04-06,0.28,0.222,1.3378,0.058000000000000024,-0.06072874493927083,-0.014076203110030105
2010-04-07,0.28,0.22575,1.3364,0.05425000000000002,-0.06465517241379315,-0.0010464942442817149
2010-04-08,0.28,0.22575,1.336,0.05425000000000002,0.0,-0.0002993115833582749
2010-04-09,0.28,0.22825,1.3468,0.05175000000000002,-0.04608294930875578,0.008083832335329388
2010-04-12,0.28063,0.22825,1.3587,0.05237999999999998,0.01217391304347748,0.008835758835758822
2010-04-13,0.64625,0.23263000000000003,1.3592,0.41362,6.896525391370755,0.0003679988224036812
2010-04-14,0.27875,0.23513,1.3666,0.04361999999999999,-0.8945408829360283,0.005444379046497971
2010-04-15,0.27875,0.2475,1.354,0.03125,-0.28358551123337905,-0.009219961949363364
2010-04-16,0.27813000000000004,0.2465,1.3487,0.03163000000000005,0.012160000000001503,-0.00391432791728219
2010-04-19,0.27813000000000004,0.249,1.3458,0.029130000000000045,-0.0790388871324691,-0.002150218729146558
2010-04-20,0.27813000000000004,0.25025,1.3446,0.02788000000000007,-0.0429110882251964,-0.000891662951404415
2010-04-21,0.27813000000000004,0.25025,1.3383,0.02788000000000007,0.0,-0.004685408299866078
2010-04-22,0.27813000000000004,0.25025,1.3298,0.02788000000000007,0.0,-0.006351341253829412
2010-04-23,0.27688,0.25056,1.336,0.02632000000000001,-0.0559540889526563,0.004662355241389582
2010-04-26,0.27563000000000004,0.24963000000000002,1.3336,0.026000000000000023,-0.012158054711245647,-0.001796407185628901
2010-04-27,0.27938,0.25088,1.323,0.028500000000000025,0.09615384615384626,-0.00794841031793636
2010-04-28,0.27688,0.25556,1.313,0.021320000000000006,-0.251929824561404,-0.0075585789871503994
2010-04-29,0.27625,0.25588,1.3243,0.02037,-0.04455909943714853,0.008606245239908716
2010-04-30,0.28,0.26313000000000003,1.3302,0.016869999999999996,-0.17182130584192457,0.004455183870724078
2010-05-04,0.2775,0.26588,1.3037,0.01162000000000002,-0.31120331950207336,-0.019921816268230308
2010-05-05,0.27875,0.27188,1.289,0.006869999999999987,-0.40877796901893493,-0.011275600214773474
2010-05-06,0.28,0.27688,1.2689,0.0031200000000000117,-0.5458515283842769,-0.015593483320403445
2010-05-07,0.2775,0.32125,1.2721,0.043749999999999956,13.02243589743583,0.0025218693356450217
2010-05-10,0.27875,0.3125,1.2861,0.03375,-0.22857142857142776,0.01100542410187888
2010-05-11,0.6125,0.3025,1.2715,0.31000000000000005,8.185185185185187,-0.01135214991058231
2010-05-12,0.2775,0.29875,1.2642,0.02124999999999999,-0.9314516129032259,-0.005741250491545502
2010-05-13,0.2775,0.29625,1.2568,0.01874999999999999,-0.11764705882352955,-0.005853504192374737
2010-05-14,0.2775,0.2925,1.239,0.014999999999999958,-0.20000000000000173,-0.01416295353278152
2010-05-17,0.2775,0.3,1.2299,0.022499999999999964,0.5000000000000018,-0.007344632768361614
2010-05-18,0.2775,0.29563,1.2358,0.01812999999999998,-0.19422222222222185,0.004797137978697519
2010-05-19,0.2775,0.29875,1.2317,0.02124999999999999,0.1720904578047444,-0.003317688946431474
2010-05-20,0.2775,0.295,1.237,0.01749999999999996,-0.1764705882352956,0.004302995859381431
2010-05-21,0.2775,0.29625,1.2575,0.01874999999999999,0.07142857142857317,0.016572352465642703
2010-05-24,0.2775,0.29563,1.2406,0.01812999999999998,-0.033066666666667244,-0.013439363817097538
2010-05-25,0.27875,0.29938000000000003,1.2279,0.020630000000000037,0.13789299503585561,-0.01023698210543278
2010-05-26,0.27875,0.30063,1.2224,0.02188000000000001,0.06059137178865592,-0.004479192116621955
2010-05-27,0.275,0.30125,1.237,0.026249999999999996,0.19972577696526428,0.011943717277486998
2010-05-28,0.275,0.29875,1.2369,0.023749999999999993,-0.09523809523809534,-8.084074373482242e-05
2010-06-01,0.275,0.30338000000000004,1.2266,0.028380000000000016,0.19494736842105365,-0.00832726978737186
2010-06-02,0.275,0.30088000000000004,1.2206,0.025880000000000014,-0.08809020436927417,-0.004891570194032302
2010-06-03,0.27375,0.30088000000000004,1.2193,0.027130000000000043,0.0482998454404957,-0.0010650499754217835
2010-06-04,0.2725,0.30088000000000004,1.1998,0.028380000000000016,0.04607445632141438,-0.015992782744197576
2010-06-07,0.27125,0.30088000000000004,1.1959,0.029630000000000045,0.044045102184637974,-0.0032505417569594908
2010-06-08,0.27375,0.29963,1.1995,0.025880000000000014,-0.12656091798852598,0.0030102851408981834
2010-06-09,0.2725,0.29963,1.2045,0.027129999999999987,0.04829984544049348,0.004168403501458862
2010-06-10,0.2725,0.29963,1.2111,0.027129999999999987,0.0,0.00547945205479472
2010-06-11,0.2725,0.299,1.2077,0.026499999999999968,-0.02322152598599414,-0.0028073652051854303
2010-06-14,0.27375,0.29775,1.2277,0.02400000000000002,-0.09433962264150753,0.01656040407385939
2010-06-15,0.595,0.2965,1.2327,0.2985,11.437499999999988,0.004072656186364654
2010-06-16,0.27375,0.2965,1.2323,0.022749999999999992,-0.923785594639866,-0.00032449095481457135
2010-06-17,0.27375,0.29525,1.2365,0.02150000000000002,-0.05494505494505375,0.003408260975411803
2010-06-18,0.27375,0.29588000000000003,1.236,0.02213000000000004,0.029302325581396227,-0.0004043671653861658
2010-06-21,0.27375,0.29813,1.2385,0.024380000000000013,0.10167193854496026,0.0020226537216827545
2010-06-22,0.27375,0.29813,1.2303,0.024380000000000013,0.0,-0.006620912394025069
2010-06-23,0.2725,0.29813,1.231,0.025629999999999986,0.05127153404429752,0.0005689669186379476
2010-06-24,0.27375,0.29563,1.2288,0.02188000000000001,-0.146312914553257,-0.001787164906580152
2010-06-25,0.27375,0.29563,1.2332,0.02188000000000001,0.0,0.0035807291666667407
2010-06-28,0.27375,0.29313,1.2316,0.01938000000000001,-0.11425959780621575,-0.0012974375608174604
2010-06-29,0.275,0.29375,1.2187,0.01874999999999999,-0.03250773993808154,-0.010474179928548377
2010-06-30,0.35625,0.30563,1.2291,0.05062,1.6997333333333349,0.008533683433166628
2010-07-01,0.35625,0.30063,1.2464,0.05562,0.09877518767285665,0.01407533967944019
2010-07-02,0.3325,0.295,1.2577,0.03750000000000003,-0.32578209277238346,0.009066110397946137
2010-07-06,0.315,0.28875,1.2646,0.026249999999999996,-0.3000000000000007,0.005486204977339426
2010-07-07,0.31625,0.285,1.2594,0.03125,0.1904761904761907,-0.004111972165111388
2010-07-08,0.31125,0.28125,1.2683,0.030000000000000027,-0.03999999999999915,0.00706685723360323
2010-07-09,0.31375,0.275,1.2639,0.03874999999999995,0.29166666666666385,-0.003469210754553309
2010-07-12,0.31625,0.27375,1.2573,0.04249999999999998,0.09677419354838812,-0.005221932114882422
2010-07-13,0.6425,0.27344,1.2719,0.36905999999999994,7.683764705882355,0.011612184840531281
2010-07-14,0.32125,0.27125,1.2755,0.04999999999999999,-0.8645206741451255,0.0028304111958488143
2010-07-15,0.375,0.27,1.2893,0.10499999999999998,1.1,0.010819286554292207
2010-07-16,0.43375,0.26875,1.2919,0.16500000000000004,0.5714285714285721,0.002016598154037208
2010-07-19,0.46125,0.26375,1.2963,0.1975,0.1969696969696968,0.0034058363650437684
2010-07-20,0.4425,0.26094,1.2905,0.18156,-0.08070886075949368,-0.004474272930648837
2010-07-21,0.43125,0.25719000000000003,1.2818,0.17406,-0.04130865829477859,-0.006741573033707815
2010-07-22,0.43,0.25125,1.2903,0.17875000000000002,0.026944731701712188,0.006631299734747964
2010-07-23,0.42875,0.24781,1.2874,0.18094000000000002,0.012251748251748129,-0.0022475393319382198
2010-07-26,0.42875,0.24594000000000002,1.2983,0.18281,0.010334917652260245,0.008466677023458047
2010-07-27,0.42125,0.24563000000000001,1.2983,0.17562,-0.039330452382254855,0.0
2010-07-28,0.42125,0.24313,1.2998,0.17812,0.014235280719735899,0.0011553570053146611
2010-07-29,0.38125,0.24213,1.3064,0.13911999999999997,-0.2189535144846173,0.005077704262194116
2010-07-30,0.35625,0.24094000000000002,1.3069,0.11531,-0.17114721104082786,0.00038273116962650455
2010-08-02,0.35,0.24031,1.3174,0.10968999999999998,-0.048738184025670095,0.008034279592929794
2010-08-03,0.35,0.24031,1.3239,0.10968999999999998,0.0,0.004933960831941864
2010-08-04,0.34438,0.24031,1.3158,0.10407000000000002,-0.051235299480353325,-0.00611828687967364
2010-08-05,0.34375,0.23781,1.3157,0.10594,0.01796867493033516,-7.599939200486627e-05
2010-08-06,0.34313,0.23781,1.3282,0.10532,-0.005852369265622159,0.00950064604393086
2010-08-09,0.34313,0.23656,1.3241,0.10657,0.011868590960881109,-0.003086884505345555
2010-08-10,0.6875,0.23594,1.3095,0.45155999999999996,3.2372149760720648,-0.01102635752586656
2010-08-11,0.37625,0.23313000000000003,1.2899,0.14311999999999994,-0.6830543006466473,-0.014967544864452176
2010-08-12,0.37125,0.23125,1.2866,0.14,-0.021799888205701,-0.002558337855647741
2010-08-13,0.37625,0.22938000000000003,1.2767,0.14686999999999995,0.04907142857142799,-0.007694699207212774
2010-08-16,0.3825,0.22875,1.2838,0.15375,0.04684414788588587,0.005561212500979185
2010-08-17,0.38,0.22663000000000003,1.289,0.15336999999999998,-0.0024715447154473047,0.004050475151892607
2010-08-18,0.37375,0.226,1.2872,0.14775000000000002,-0.03664341135815319,-0.001396431342125748
2010-08-19,0.37,0.22725,1.2837,0.14275,-0.03384094754653155,-0.0027190801740210047
2010-08-20,0.37125,0.22725,1.2687,0.14400000000000002,0.008756567425569406,-0.01168497312456196
2010-08-23,0.37,0.22538000000000002,1.2663,0.14461999999999997,0.00430555555555534,-0.0018917001655237575
2010-08-24,0.36875,0.22538000000000002,1.2675,0.14337,-0.00864334116996246,0.0009476427386876374
2010-08-25,0.36375,0.22438000000000002,1.2652,0.13937,-0.027899839575922458,-0.001814595660749485
2010-08-26,0.35969,0.22438000000000002,1.2717,0.13530999999999999,-0.029131089904570584,0.0051375276636105305
2010-08-27,0.35969,0.225,1.2765,0.13469,-0.004582070800384197,0.0037744751120547537
2010-08-31,0.3575,0.22813000000000003,1.2704,0.12936999999999996,-0.03949810676367993,-0.004778691735213503
2010-09-01,0.3525,0.22625,1.2813,0.12624999999999997,-0.024116874082090067,0.008579974811083302
2010-09-02,0.35,0.22625,1.2824,0.12374999999999997,-0.01980198019801982,0.0008585030828063278
2010-09-03,0.35125,0.22625,1.2885,0.125,0.010101010101010388,0.004756706175920167
2010-09-07,0.6875,0.22688000000000003,1.2723,0.46062,2.68496,-0.01257275902211874
2010-09-08,0.35625,0.22688000000000003,1.2727,0.12936999999999999,-0.7191394207806869,0.00031439125992283046
2010-09-09,0.35375,0.22688000000000003,1.2708,0.12686999999999998,-0.019324418335008087,-0.0014928891333385597
2010-09-10,0.35375,0.22688000000000003,1.2731,0.12686999999999998,0.0,0.0018098835379287692
2010-09-13,0.355,0.22688000000000003,1.289,0.12811999999999996,0.009852605028769501,0.01248919959154815
2010-09-14,0.36313,0.22688000000000003,1.3014,0.13624999999999998,0.06345613487355628,0.009619860356865795
2010-09-15,0.37875,0.22688000000000003,1.3008,0.15186999999999995,0.11464220183486207,-0.0004610419548178868
2010-09-16,0.38938,0.2275,1.3079,0.16188,0.06591163495094521,0.005458179581795841
2010-09-17,0.39313000000000003,0.22788000000000003,1.3046,0.16525,0.02081788979490984,-0.002523128679562725
2010-09-20,0.39438,0.22788000000000003,1.3074,0.16649999999999998,0.0075642965204234525,0.002146251724666426
2010-09-21,0.38938,0.22788000000000003,1.3136,0.16149999999999998,-0.03003003003003002,0.004742236499923669
2010-09-22,0.38188,0.22663000000000003,1.3385,0.15524999999999997,-0.03869969040247678,0.01895554202192451
2010-09-23,0.38,0.22663000000000003,1.3344,0.15336999999999998,-0.01210950080515294,-0.00306313036981698
2010-09-24,0.3775,0.22538000000000002,1.3476,0.15211999999999998,-0.00815022494620854,0.00989208633093508
2010-09-27,0.37,0.22538000000000002,1.3475,0.14461999999999997,-0.04930318169865899,-7.42059958444008e-05
2010-09-28,0.36625,0.225,1.3583,0.14125000000000001,-0.023302447794219083,0.008014842300556602
2010-09-29,0.36125,0.225,1.3638,0.13625,-0.03539823008849563,0.004049179120959812
2010-09-30,0.60625,0.22625,1.3601,0.37999999999999995,1.7889908256880727,-0.0027130077724004664
2010-10-01,0.61875,0.22813000000000003,1.3754,0.39061999999999997,0.02794736842105272,0.011249172854937095
2010-10-04,0.59,0.22563000000000002,1.3688,0.36436999999999997,-0.06720086017101023,-0.004798604042460353
2010-10-05,0.5025,0.22563000000000002,1.3834,0.27686999999999995,-0.24014051650794532,0.010666277030976001
2010-10-06,0.395,0.22563000000000002,1.3924,0.16937,-0.38826886264311766,0.0065057105681654015
2010-10-07,0.3725,0.225,1.3921,0.1475,-0.1291255830430419,-0.0002154553289286376
2010-10-08,0.36375,0.225,1.3923,0.13875,-0.05932203389830493,0.00014366783995423127
2010-10-12,0.72625,0.22563000000000002,1.3846,0.50062,2.6080720720720714,-0.005530417295123158
2010-10-13,0.66375,0.22563000000000002,1.3964,0.43811999999999995,-0.1248451919619672,0.008522316914632455
2010-10-14,0.65875,0.22688000000000003,1.4066,0.4318699999999999,-0.014265498037067559,0.007304497278716626
2010-10-15,0.665,0.22688000000000003,1.3998,0.43812,0.014471947576817357,-0.004834352338973558
2010-10-18,0.6775,0.22688000000000003,1.3978,0.45061999999999997,0.028530996074134896,-0.0014287755393627144
2010-10-19,0.7025,0.22625,1.3827,0.47625,0.05687719142514758,-0.010802689941336263
2010-10-20,0.74625,0.22688000000000003,1.3949,0.5193699999999999,0.09054068241469793,0.00882331669921177
2010-10-21,0.76,0.22688000000000003,1.3973,0.53312,0.02647438242486122,0.0017205534446913529
2010-10-22,0.77,0.22563000000000002,1.3904,0.54437,0.021102190876350457,-0.004938094897301903
2010-10-25,0.76125,0.22563000000000002,1.3986,0.53562,-0.016073626393813045,0.00589758342922897
2010-10-26,0.75875,0.22563000000000002,1.3873,0.53312,-0.0046674881445800676,-0.00807950807950819
2010-10-27,0.74875,0.22563000000000002,1.3788,0.52312,-0.018757503001200493,-0.006127009298637631
2010-10-28,0.70875,0.22563000000000002,1.3929,0.48312,-0.07646429117602083,0.010226283724978247
2010-10-29,0.6925,0.22563000000000002,1.3894,0.46687,-0.033635535684716,-0.002512743197645273
2010-11-01,0.6825,0.22563000000000002,1.3888,0.45687,-0.021419238760254533,-0.000431841082481621
2010-11-02,0.6375,0.22563000000000002,1.4026,0.41186999999999996,-0.0984962899730778,0.0099366359447004
2010-11-03,0.58125,0.22563000000000002,1.4014,0.35562000000000005,-0.13657221938961306,-0.00085555397119641
2010-11-04,0.45,0.22563000000000002,1.4224,0.22436999999999999,-0.3690737303863676,0.014985014985015033
2010-11-05,0.3575,0.22563000000000002,1.4033,0.13186999999999996,-0.4122654543833847,-0.013428008998875196
2010-11-08,0.335,0.22563000000000002,1.3927,0.10937,-0.1706225828467428,-0.007553623601510684
2010-11-09,0.76625,0.22563000000000002,1.3865,0.54062,3.943037395995246,-0.0044517843038701654
2010-11-10,0.745,0.22563000000000002,1.3728,0.51937,-0.039306721911878895,-0.009880995311936536
2010-11-12,0.73125,0.22563000000000002,1.37,0.50562,-0.026474382424860998,-0.002039627039627012
2010-11-15,0.72625,0.22625,1.3615,0.49999999999999994,-0.011115066650844496,-0.0062043795620438935
2010-11-16,0.7025,0.22938000000000003,1.3517,0.47312,-0.05375999999999992,-0.007197943444730126
2010-11-17,0.66125,0.23063000000000003,1.3555,0.43062,-0.08982921880284067,0.0028112746911297393
2010-11-18,0.5725,0.22938000000000003,1.3618,0.34312,-0.2031953926896104,0.004647731464404226
2010-11-19,0.5,0.22938000000000003,1.3654,0.27061999999999997,-0.2112963394730707,0.002643559994125466
2010-11-22,0.4525,0.23063000000000003,1.3612,0.22186999999999998,-0.18014189638607636,-0.0030760216786289707
2010-11-23,0.44375,0.23188000000000003,1.3388,0.21186999999999995,-0.04507143822959403,-0.01645606817513956
2010-11-24,0.4225,0.23313000000000003,1.335,0.18936999999999996,-0.10619719639401515,-0.002838362712877185
2010-11-26,0.3925,0.2325,1.3243,0.16,-0.1550932037809577,-0.008014981273408162
2010-11-29,0.38875,0.2325,1.3092,0.15624999999999997,-0.023437500000000222,-0.011402250245412748
2010-11-30,0.44875,0.23625,1.3036,0.2125,0.3600000000000001,-0.004277421326000508
2010-12-01,0.41125,0.24,1.3149,0.17125,-0.1941176470588234,0.008668303160478619
2010-12-02,0.41,0.23969000000000001,1.3228,0.17030999999999996,-0.00548905109489084,0.006008061449539914
2010-12-03,0.38375,0.24063,1.3367,0.14311999999999997,-0.15965004990898946,0.010508013305110309
2010-12-06,0.36375,0.24031,1.3275,0.12344000000000002,-0.1375069871436554,-0.006882621381013032
2010-12-07,0.72,0.24156,1.3323,0.47844,2.875891121192481,0.003615819209039639
2010-12-08,0.66375,0.24094000000000002,1.3242,0.4228099999999999,-0.11627372293286531,-0.006079711776626917
2010-12-09,0.60125,0.24,1.3206,0.36124999999999996,-0.14559731321397307,-0.002718622564567341
2010-12-10,0.56875,0.23813,1.3242,0.33061999999999997,-0.08478892733564014,0.0027260336210812586
2010-12-13,0.52875,0.23875,1.3389,0.29000000000000004,-0.12286008105982682,0.011101042138649708
2010-12-14,0.48625,0.2375,1.3395,0.24875000000000003,-0.14224137931034486,0.0004481290611695332
2010-12-15,0.43,0.24,1.3306,0.19,-0.2361809045226131,-0.006644270250093287
2010-12-16,0.3925,0.23875,1.3206,0.15375000000000003,-0.1907894736842104,-0.0075154065834961425
2010-12-17,0.35375,0.23813,1.3155,0.11562,-0.2480000000000001,-0.003861880963198616
2010-12-20,0.3475,0.24125,1.3124,0.10624999999999998,-0.08104134232831706,-0.002356518434055377
2010-12-21,0.3475,0.24125,1.3131,0.10624999999999998,0.0,0.0005333739713502261
2010-12-22,0.34375,0.23875,1.3089,0.10500000000000001,-0.011764705882352677,-0.003198537811286206
2010-12-23,0.3425,0.24125,1.3101,0.10125000000000003,-0.035714285714285476,0.0009168003667201496
2010-12-29,0.36125,0.24563000000000001,1.3183,0.11562,0.14192592592592557,0.006259064193572916
2010-12-30,0.35125,0.24688000000000002,1.3269,0.10436999999999999,-0.09730150492994305,0.006523553060760134
2011-01-04,0.34875,0.24688000000000002,1.3306,0.10186999999999999,-0.023953243269138613,0.0027884542919587307
2011-01-05,0.3475,0.24375,1.3171,0.10374999999999998,0.018454893491705038,-0.010145798887719826
2011-01-06,0.3425,0.24375,1.3027,0.09875000000000003,-0.04819277108433684,-0.010933110621820674
2011-01-07,0.34125,0.24125,1.2944,0.1,0.01265822784810089,-0.006371382513241763
2011-01-10,0.34,0.24125,1.2945,0.09875000000000003,-0.012499999999999734,7.725587144613577e-05
2011-01-11,0.3375,0.24,1.2978,0.09750000000000003,-0.012658227848101222,0.002549246813441597
2011-01-12,0.33375,0.24,1.3066,0.09375,-0.03846153846153877,0.006780705809831922
2011-01-13,0.335,0.24,1.3364,0.09500000000000003,0.013333333333333641,0.02280728608602489
2011-01-14,0.33313000000000004,0.23875,1.3328,0.09438000000000005,-0.006526315789473491,-0.002693804250224474
2011-01-18,0.7225,0.24,1.3399,0.48250000000000004,4.112311930493746,0.005327130852341044
2011-01-19,0.65875,0.23688,1.3495,0.42186999999999997,-0.12565803108808304,0.007164713784610699
2011-01-20,0.655,0.23688,1.3443,0.41812000000000005,-0.008888994239931503,-0.0038532789922192112
2011-01-21,0.7575,0.23688,1.3581,0.52062,0.24514493446857344,0.010265565721937042
2011-01-24,0.82125,0.23688,1.3653,0.5843700000000001,0.12245015558372718,0.005301524188203954
2011-01-25,0.95375,0.23688,1.3644,0.71687,0.22673990793504095,-0.0006591957811469262
2011-01-26,1.06875,0.23688,1.3688,0.8318700000000001,0.16041960188039694,0.0032248607446496713
2011-01-27,0.975,0.23563,1.3688,0.73937,-0.11119525887458392,0.0
2011-01-28,0.96125,0.23563,1.3607,0.72562,-0.01859691358859561,-0.005917592051431941
2011-01-31,1.23125,0.23531,1.3715,0.9959399999999999,0.3725365893994099,0.00793709120305719
2011-02-01,1.15625,0.236,1.3793,0.92025,-0.07599855412976675,0.005687203791469253
2011-02-02,0.78125,0.235,1.3779,0.54625,-0.4064113012768269,-0.0010150076125571283
2011-02-03,0.48125,0.237,1.3654,0.24425000000000002,-0.5528604118993135,-0.0090717758908484
2011-02-04,0.35125,0.2369,1.3584,0.11435000000000001,-0.5318321392016376,-0.005126702797714877
2011-02-07,0.33125,0.2374,1.3557,0.09384999999999999,-0.17927415828596427,-0.0019876325088340474
2011-02-08,0.77875,0.2355,1.3687,0.54325,4.788492274906767,0.009589142140591589
2011-02-09,1.04375,0.2355,1.3688,0.8082499999999999,0.48780487804878025,7.306202966317343e-05
2011-02-10,0.97125,0.234,1.3637,0.73725,-0.08784410763996287,-0.003725891291642358
2011-02-11,0.8725,0.234,1.352,0.6385000000000001,-0.13394370973211245,-0.008579599618684375
2011-02-14,0.8125,0.233,1.3474,0.5795,-0.09240407204385281,-0.0034023668639054927
2011-02-15,0.75,0.2335,1.3494,0.5165,-0.10871440897325291,0.0014843402107762582
2011-02-16,0.7,0.2335,1.3547,0.4664999999999999,-0.09680542110358192,0.00392767155772944
2011-02-17,0.60375,0.231,1.3612,0.37275,-0.20096463022508015,0.004798110282719481
2011-02-18,0.46875,0.2295,1.3673,0.23925,-0.358148893360161,0.004481339994122813
2011-02-22,0.515,0.228,1.3661,0.28700000000000003,0.19958202716823426,-0.0008776420683097585
2011-02-23,0.6375,0.227,1.3758,0.4105,0.4303135888501739,0.007100505087475062
2011-02-24,0.63625,0.2255,1.3794,0.41074999999999995,0.0006090133982947776,0.002616659398168464
2011-02-25,0.6,0.2255,1.3757,0.37449999999999994,-0.08825319537431531,-0.0026823256488328617
