TRADEDATE,ADMITTEDQUOTE,ADMITTEDVALUE,BEICLOSE,BID,BOARDID,BOARDNAME,BUYBACKDATE,CBRCLOSE,CLOSE,CLOSEAUCTIONPRICE,CLOSEPERIOD,CLOSEVAL,COUPONPERCENT,COUPONVALUE,CURRENCYID,DAILYCAPITALIZATION,DECIMALS,FACEUNIT,FACEVALUE,HIGH,HIGHBID,IRICPICLOSE,ISIN,ISSUESIZE,LASTPRICE,LASTTRADEDATE,LEGALCLOSEPRICE,LEGALOPENPRICE,LISTNAME,LOW,LOWOFFER,MARKETPRICE,MARKETPRICE2,MARKETPRICE3,MARKETPRICE3CUR,MARKETPRICE3TRADESVALUE,MARKETPRICE3TRADESVALUECUR,MONTHLYCAPITALIZATION,MP2VALTRD,MPVALTRD,NUMBID,NUMOFFER,NUMTRADES,OFFER,OFFERDATE,OPEN,OPENPERIOD,OPENVAL,PREV,PREVLEGALCLOSEPRICE,REGNUMBER,SECID,SHORTNAME,TRADINGSESSION,TRENDCLOSE,TRENDCLSPR,TRENDWAP,TRENDWAPPR,TYPE,VALUE,VOLUME,WAPRICE,WAVAL,YIELDLASTCOUPON,YIELDTOOFFER
2019-05-17,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-1.0,,,,,,,,,,,,,35.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1436057852.37,,0.0,,,
2019-05-17,,,,,EQRP,,,,7.95,,,,,,,,,,,7.95,,,,,,,,,,7.42,,,,,,,,,,,,,24.0,,,7.42,,,,,,MGNT,Магнит ао,3.0,,,,,,816491829.36,,7.76,,,
2019-05-17,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-1.0,,,,,,,,,,,,,35.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1436057852.37,,0.0,,,
2019-05-20,,,,,EQRP,,,,7.97,,,,,,,,,,,7.97,,,,,,,,,,7.41,,,,,,,,,,,,,23.0,,,7.41,,,,,,MGNT,Магнит ао,3.0,,,,,,1313364941.28,,7.85,,,
2019-05-20,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-5.0,,,,,,,,,,,,,33.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,1460810280.44,,0.0,,,
2019-05-21,,,,,EQRP,,,,7.6,,,,,,,,,,,7.97,,,,,,,,,,7.41,,,,,,,,,,,,,25.0,,,7.41,,,,,,MGNT,Магнит ао,3.0,,,,,,375762100.56,,7.54,,,
2019-05-21,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,42.0,,,-7.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1277064110.45,,0.0,,,
2019-05-22,,,,,EQRP,,,,7.31,,,,,,,,,,,7.69,,,,,,,,,,7.31,,,,,,,,,,,,,27.0,,,7.41,,,,,,MGNT,Магнит ао,3.0,,,,,,379894145.08,,7.44,,,
2019-05-22,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,38.0,,,-7.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1291298450.79,,0.0,,,
2019-05-23,,,,,EQRP,,,,7.69,,,,,,,,,,,7.69,,,,,,,,,,7.36,,,,,,,,,,,,,23.0,,,7.45,,,,,,MGNT,Магнит ао,3.0,,,,,,963615304.18,,7.42,,,
2019-05-23,,,,,PSRP,,,,0.0,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,47.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,1719788042.54,,0.0,,,
2019-05-24,,,,,EQRP,,,,6.6,,,,,,,,,,,7.49,,,,,,,,,,6.6,,,,,,,,,,,,,21.0,,,7.47,,,,,,MGNT,Магнит ао,3.0,,,,,,1066151839.19,,7.02,,,
2019-05-24,,,,,PSRP,,,,2.0,,,,,,,,,,,15.5,,,,,,,,,,-1.0,,,,,,,,,,,,,39.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1302298336.0,,0.0,,,
2019-05-27,,,,,EQRP,,,,7.4,,,,,,,,,,,7.65,,,,,,,,,,7.28,,,,,,,,,,,,,20.0,,,7.4,,,,,,MGNT,Магнит ао,3.0,,,,,,490900977.64,,7.44,,,
2019-05-27,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-5.0,,,,,,,,,,,,,37.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1184557348.62,,0.0,,,
2019-05-28,,,,,EQRP,,,,7.23,,,,,,,,,,,8.0,,,,,,,,,,7.05,,,,,,,,,,,,,22.0,,,7.05,,,,,,MGNT,Магнит ао,3.0,,,,,,2513993980.23,,7.47,,,
2019-05-28,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-5.0,,,,,,,,,,,,,38.0,,,7.05,,,,,,MGNT,Магнит ао,3.0,,,,,,1125415833.31,,0.0,,,
2019-05-29,,,,,EQRP,,,,8.5,,,,,,,,,,,8.5,,,,,,,,,,7.05,,,,,,,,,,,,,20.0,,,7.05,,,,,,MGNT,Магнит ао,3.0,,,,,,1588311102.62,,7.19,,,
2019-05-29,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,29.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1118799193.1,,0.0,,,
2019-05-30,,,,,EQRP,,,,7.7,,,,,,,,,,,8.2,,,,,,,,,,7.51,,,,,,,,,,,,,27.0,,,7.63,,,,,,MGNT,Магнит ао,3.0,,,,,,1135844034.84,,7.77,,,
2019-05-30,,,,,PSRP,,,,2.0,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,32.0,,,-7.0,,,,,,MGNT,Магнит ао,3.0,,,,,,958009294.26,,0.0,,,
2019-05-31,,,,,EQRP,,,,7.33,,,,,,,,,,,7.99,,,,,,,,,,7.33,,,,,,,,,,,,,25.0,,,7.65,,,,,,MGNT,Магнит ао,3.0,,,,,,1228406053.14,,7.6,,,
2019-05-31,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,31.0,,,7.05,,,,,,MGNT,Магнит ао,3.0,,,,,,1039209356.22,,0.0,,,
2019-06-03,,,,,EQRP,,,,8.2,,,,,,,,,,,8.2,,,,,,,,,,7.41,,,,,,,,,,,,,26.0,,,7.6,,,,,,MGNT,Магнит ао,3.0,,,,,,1050216567.5,,7.54,,,
2019-06-03,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,39.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,1187542401.46,,0.0,,,
2019-06-04,,,,,EQRP,,,,6.3,,,,,,,,,,,7.8,,,,,,,,,,6.3,,,,,,,,,,,,,21.0,,,7.58,,,,,,MGNT,Магнит ао,3.0,,,,,,318672586.59,,7.16,,,
2019-06-04,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,33.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,1203467339.97,,0.0,,,
2019-06-05,,,,,EQRP,,,,7.54,,,,,,,,,,,7.7,,,,,,,,,,7.5,,,,,,,,,,,,,22.0,,,7.58,,,,,,MGNT,Магнит ао,3.0,,,,,,263177097.75,,7.62,,,
2019-06-05,,,,,PSRP,,,,2.0,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,31.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,1053528635.82,,0.0,,,
2019-06-06,,,,,EQRP,,,,6.82,,,,,,,,,,,7.79,,,,,,,,,,6.82,,,,,,,,,,,,,17.0,,,7.6,,,,,,MGNT,Магнит ао,3.0,,,,,,460037529.0,,7.39,,,
2019-06-06,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,26.0,,,-7.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1039366707.52,,0.0,,,
2019-06-07,,,,,EQRP,,,,7.51,,,,,,,,,,,7.7,,,,,,,,,,7.47,,,,,,,,,,,,,20.0,,,7.6,,,,,,MGNT,Магнит ао,3.0,,,,,,229055160.92,,7.53,,,
2019-06-07,,,,,PSRP,,,,0.0,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,34.0,,,-7.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1048199083.32,,0.0,,,
2019-06-10,,,,,EQRP,,,,6.82,,,,,,,,,,,7.7,,,,,,,,,,6.82,,,,,,,,,,,,,21.0,,,7.58,,,,,,MGNT,Магнит ао,3.0,,,,,,147701469.24,,7.43,,,
2019-06-10,,,,,EQWP,,,,-10.0,,,,,,,,,,,-10.0,,,,,,,,,,-10.0,,,,,,,,,,,,,1.0,,,-10.0,,,,,,MGNT,Магнит ао,3.0,,,,,,16169192.91,,-10.0,,,
2019-06-10,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,36.0,,,-7.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1622683739.91,,0.0,,,
2019-06-11,,,,,EQRP,,,,7.49,,,,,,,,,,,7.7,,,,,,,,,,7.48,,,,,,,,,,,,,26.0,,,7.48,,,,,,MGNT,Магнит ао,3.0,,,,,,1223460662.0,,7.55,,,
2019-06-11,,,,,PSRP,,,,0.0,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,36.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1126355783.8,,0.0,,,
2019-06-13,,,,,EQRP,,,,7.45,,,,,,,,,,,7.7,,,,,,,,,,7.41,,,,,,,,,,,,,33.0,,,7.41,,,,,,MGNT,Магнит ао,3.0,,,,,,600234430.72,,7.51,,,
2019-06-13,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-7.0,,,,,,,,,,,,,45.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1116234704.42,,0.0,,,
2019-06-14,,,,,EQRP,,,,0.0,,,,,,,,,,,7.38,,,,,,,,,,-24.96,,,,,,,,,,,,,27.0,,,0.1,,,,,,MGNT,Магнит ао,3.0,,,,,,376457388.08,,-5.11,,,
2019-06-14,,,,,PSRP,,,,15.5,,,,,,,,,,,15.5,,,,,,,,,,-35.0,,,,,,,,,,,,,32.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,911487340.9,,0.0,,,
2019-06-17,,,,,EQRP,,,,7.35,,,,,,,,,,,7.6,,,,,,,,,,7.21,,,,,,,,,,,,,21.0,,,7.31,,,,,,MGNT,Магнит ао,3.0,,,,,,530043696.0,,7.38,,,
2019-06-17,,,,,PSRP,,,,0.0,,,,,,,,,,,15.5,,,,,,,,,,-5.0,,,,,,,,,,,,,23.0,,,7.05,,,,,,MGNT,Магнит ао,3.0,,,,,,798402442.17,,0.0,,,
2019-06-18,,,,,EQRP,,,,7.33,,,,,,,,,,,7.59,,,,,,,,,,7.26,,,,,,,,,,,,,21.0,,,7.35,,,,,,MGNT,Магнит ао,3.0,,,,,,393861521.68,,7.36,,,
2019-06-18,,,,,PSRP,,,,2.0,,,,,,,,,,,15.5,,,,,,,,,,-5.0,,,,,,,,,,,,,34.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,981886135.5,,0.0,,,
2019-06-19,,,,,EQRP,,,,7.55,,,,,,,,,,,7.55,,,,,,,,,,7.28,,,,,,,,,,,,,18.0,,,7.35,,,,,,MGNT,Магнит ао,3.0,,,,,,157955737.65,,7.41,,,
2019-06-19,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,0.0,,,,,,,,,,,,,24.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,957516908.4,,0.0,,,
2019-06-20,,,,,EQRP,,,,8.0,,,,,,,,,,,8.0,,,,,,,,,,7.24,,,,,,,,,,,,,22.0,,,7.24,,,,,,MGNT,Магнит ао,3.0,,,,,,301895771.85,,7.58,,,
2019-06-20,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-5.0,,,,,,,,,,,,,26.0,,,7.5,,,,,,MGNT,Магнит ао,3.0,,,,,,1220259175.2,,0.0,,,
2019-06-21,,,,,EQRP,,,,7.06,,,,,,,,,,,7.69,,,,,,,,,,7.02,,,,,,,,,,,,,25.0,,,7.52,,,,,,MGNT,Магнит ао,3.0,,,,,,810165799.85,,7.54,,,
2019-06-21,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-5.0,,,,,,,,,,,,,34.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,969932945.65,,0.0,,,
2019-06-24,,,,,EQRP,,,,7.26,,,,,,,,,,,7.65,,,,,,,,,,7.26,,,,,,,,,,,,,37.0,,,7.51,,,,,,MGNT,Магнит ао,3.0,,,,,,1289034996.3,,7.53,,,
2019-06-24,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,23.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,1002634527.67,,0.0,,,
2019-06-25,,,,,EQRP,,,,7.41,,,,,,,,,,,7.7,,,,,,,,,,7.41,,,,,,,,,,,,,30.0,,,7.7,,,,,,MGNT,Магнит ао,3.0,,,,,,1293558169.05,,7.54,,,
2019-06-25,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-5.0,,,,,,,,,,,,,33.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,1046410303.92,,0.0,,,
2019-06-26,,,,,EQRP,,,,7.5,,,,,,,,,,,7.6,,,,,,,,,,7.47,,,,,,,,,,,,,30.0,,,7.51,,,,,,MGNT,Магнит ао,3.0,,,,,,1059424013.24,,7.51,,,
2019-06-26,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,37.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1034470581.49,,0.0,,,
2019-06-27,,,,,EQRP,,,,7.31,,,,,,,,,,,7.59,,,,,,,,,,7.31,,,,,,,,,,,,,21.0,,,7.55,,,,,,MGNT,Магнит ао,3.0,,,,,,521684950.3,,7.46,,,
2019-06-27,,,,,PSRP,,,,7.0,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,44.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,2374061552.28,,0.0,,,
2019-06-28,,,,,EQRP,,,,7.51,,,,,,,,,,,7.99,,,,,,,,,,7.05,,,,,,,,,,,,,31.0,,,7.05,,,,,,MGNT,Магнит ао,3.0,,,,,,1668496017.27,,7.23,,,
2019-06-28,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,39.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,1997359679.69,,0.0,,,
2019-07-01,,,,,EQRP,,,,6.0,,,,,,,,,,,7.61,,,,,,,,,,6.0,,,,,,,,,,,,,26.0,,,7.53,,,,,,MGNT,Магнит ао,3.0,,,,,,768982636.81,,7.4,,,
2019-07-01,,,,,PSRD,,,,2.2,,,,,,,,,,,2.2,,,,,,,,,,2.2,,,,,,,,,,,,,1.0,,,2.2,,,,,,MGNT,Магнит ао,3.0,,,,,,19292175.0,,0.0,,,
2019-07-01,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-5.0,,,,,,,,,,,,,31.0,,,7.05,,,,,,MGNT,Магнит ао,3.0,,,,,,1469243637.65,,0.0,,,
2019-07-02,,,,,EQRP,,,,7.11,,,,,,,,,,,7.6,,,,,,,,,,6.91,,,,,,,,,,,,,36.0,,,7.51,,,,,,MGNT,Магнит ао,3.0,,,,,,2957273536.28,,7.23,,,
2019-07-02,,,,,PSRD,,,,2.15,,,,,,,,,,,2.15,,,,,,,,,,2.15,,,,,,,,,,,,,1.0,,,2.15,,,,,,MGNT,Магнит ао,3.0,,,,,,19351237.5,,0.0,,,
2019-07-02,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-5.0,,,,,,,,,,,,,37.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,1263988697.74,,0.0,,,
2019-07-03,,,,,EQRP,,,,6.35,,,,,,,,,,,7.45,,,,,,,,,,6.35,,,,,,,,,,,,,40.0,,,7.45,,,,,,MGNT,Магнит ао,3.0,,,,,,1938323684.5,,7.29,,,
2019-07-03,,,,,PSRD,,,,2.15,,,,,,,,,,,2.15,,,,,,,,,,2.15,,,,,,,,,,,,,1.0,,,2.15,,,,,,MGNT,Магнит ао,3.0,,,,,,19415137.5,,0.0,,,
2019-07-03,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-5.0,,,,,,,,,,,,,35.0,,,7.05,,,,,,MGNT,Магнит ао,3.0,,,,,,1149235211.17,,0.0,,,
2019-07-04,,,,,EQRP,,,,6.05,,,,,,,,,,,7.45,,,,,,,,,,6.05,,,,,,,,,,,,,32.0,,,7.45,,,,,,MGNT,Магнит ао,3.0,,,,,,1773154744.08,,7.25,,,
2019-07-04,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,30.0,,,7.05,,,,,,MGNT,Магнит ао,3.0,,,,,,1092953679.33,,0.0,,,
2019-07-05,,,,,EQRP,,,,7.17,,,,,,,,,,,7.5,,,,,,,,,,7.17,,,,,,,,,,,,,30.0,,,7.35,,,,,,MGNT,Магнит ао,3.0,,,,,,2039869905.0,,7.27,,,
2019-07-05,,,,,PSRD,,,,2.15,,,,,,,,,,,2.15,,,,,,,,,,2.15,,,,,,,,,,,,,1.0,,,2.15,,,,,,MGNT,Магнит ао,3.0,,,,,,19696387.5,,0.0,,,
2019-07-05,,,,,PSRP,,,,0.0,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,33.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,1217933164.82,,0.0,,,
2019-07-08,,,,,EQRP,,,,7.29,,,,,,,,,,,7.5,,,,,,,,,,7.0,,,,,,,,,,,,,38.0,,,7.4,,,,,,MGNT,Магнит ао,3.0,,,,,,1033664173.3,,7.36,,,
2019-07-08,,,,,PSRD,,,,2.15,,,,,,,,,,,2.15,,,,,,,,,,2.15,,,,,,,,,,,,,1.0,,,2.15,,,,,,MGNT,Магнит ао,3.0,,,,,,19572712.5,,0.0,,,
2019-07-08,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,27.0,,,7.05,,,,,,MGNT,Магнит ао,3.0,,,,,,1007226312.4,,0.0,,,
2019-07-09,,,,,EQRP,,,,7.4,,,,,,,,,,,7.5,,,,,,,,,,7.23,,,,,,,,,,,,,29.0,,,7.38,,,,,,MGNT,Магнит ао,3.0,,,,,,1094764489.65,,7.28,,,
2019-07-09,,,,,PSRD,,,,2.15,,,,,,,,,,,2.15,,,,,,,,,,2.15,,,,,,,,,,,,,1.0,,,2.15,,,,,,MGNT,Магнит ао,3.0,,,,,,20182950.0,,0.0,,,
2019-07-09,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,31.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,980622840.9,,0.0,,,
2019-07-10,,,,,EQRP,,,,7.41,,,,,,,,,,,7.69,,,,,,,,,,6.91,,,,,,,,,,,,,25.0,,,7.4,,,,,,MGNT,Магнит ао,3.0,,,,,,1385199014.44,,7.38,,,
2019-07-10,,,,,PSRD,,,,2.15,,,,,,,,,,,2.15,,,,,,,,,,2.15,,,,,,,,,,,,,1.0,,,2.15,,,,,,MGNT,Магнит ао,3.0,,,,,,20102962.5,,0.0,,,
2019-07-10,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,29.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,679908428.45,,0.0,,,
2019-07-11,,,,,EQRP,,,,7.5,,,,,,,,,,,8.0,,,,,,,,,,6.87,,,,,,,,,,,,,29.0,,,6.87,,,,,,MGNT,Магнит ао,3.0,,,,,,1954142051.05,,7.09,,,
2019-07-11,,,,,PSRD,,,,2.25,,,,,,,,,,,2.25,,,,,,,,,,2.25,,,,,,,,,,,,,1.0,,,2.25,,,,,,MGNT,Магнит ао,3.0,,,,,,20209612.5,,0.0,,,
2019-07-11,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,27.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,855726850.61,,0.0,,,
2019-07-12,,,,,EQRP,,,,7.07,,,,,,,,,,,7.5,,,,,,,,,,6.87,,,,,,,,,,,,,31.0,,,6.87,,,,,,MGNT,Магнит ао,3.0,,,,,,2177865042.72,,7.09,,,
2019-07-12,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,27.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,807376356.9,,0.0,,,
2019-07-15,,,,,EQRP,,,,7.4,,,,,,,,,,,7.5,,,,,,,,,,6.87,,,,,,,,,,,,,21.0,,,7.01,,,,,,MGNT,Магнит ао,3.0,,,,,,2395224191.92,,7.14,,,
2019-07-15,,,,,PSRD,,,,2.25,,,,,,,,,,,2.25,,,,,,,,,,2.25,,,,,,,,,,,,,1.0,,,2.25,,,,,,MGNT,Магнит ао,3.0,,,,,,19974225.0,,0.0,,,
2019-07-15,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,30.0,,,-7.0,,,,,,MGNT,Магнит ао,3.0,,,,,,866313748.17,,0.0,,,
2019-07-16,,,,,EQRP,,,,7.4,,,,,,,,,,,7.7,,,,,,,,,,6.87,,,,,,,,,,,,,29.0,,,6.87,,,,,,MGNT,Магнит ао,3.0,,,,,,2186483953.89,,7.12,,,
2019-07-16,,,,,PSRD,,,,2.25,,,,,,,,,,,2.25,,,,,,,,,,2.25,,,,,,,,,,,,,1.0,,,2.25,,,,,,MGNT,Магнит ао,3.0,,,,,,20195062.5,,0.0,,,
2019-07-16,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,30.0,,,-7.0,,,,,,MGNT,Магнит ао,3.0,,,,,,856455327.04,,0.0,,,
2019-07-17,,,,,EQRP,,,,7.42,,,,,,,,,,,7.7,,,,,,,,,,6.87,,,,,,,,,,,,,33.0,,,6.87,,,,,,MGNT,Магнит ао,3.0,,,,,,1439018027.65,,6.96,,,
2019-07-17,,,,,PSRD,,,,2.25,,,,,,,,,,,2.25,,,,,,,,,,2.25,,,,,,,,,,,,,1.0,,,2.25,,,,,,MGNT,Магнит ао,3.0,,,,,,20077050.0,,0.0,,,
2019-07-17,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-12.0,,,,,,,,,,,,,37.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,995940198.03,,0.0,,,
2019-07-18,,,,,EQRP,,,,7.32,,,,,,,,,,,7.63,,,,,,,,,,6.9,,,,,,,,,,,,,29.0,,,6.9,,,,,,MGNT,Магнит ао,3.0,,,,,,1428177093.6,,6.98,,,
2019-07-18,,,,,PSRD,,,,2.25,,,,,,,,,,,2.25,,,,,,,,,,2.25,,,,,,,,,,,,,1.0,,,2.25,,,,,,MGNT,Магнит ао,3.0,,,,,,20112562.5,,0.0,,,
2019-07-18,,,,,EQRP,,,,7.32,,,,,,,,,,,7.63,,,,,,,,,,6.9,,,,,,,,,,,,,29.0,,,6.9,,,,,,MGNT,Магнит ао,3.0,,,,,,1428177093.6,,6.98,,,
2019-07-18,,,,,PSRD,,,,2.25,,,,,,,,,,,2.25,,,,,,,,,,2.25,,,,,,,,,,,,,1.0,,,2.25,,,,,,MGNT,Магнит ао,3.0,,,,,,20112562.5,,0.0,,,
2019-07-18,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,34.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1338130718.83,,0.0,,,
2019-07-19,,,,,EQRP,,,,7.35,,,,,,,,,,,7.7,,,,,,,,,,6.9,,,,,,,,,,,,,27.0,,,7.02,,,,,,MGNT,Магнит ао,3.0,,,,,,2531717027.2,,7.21,,,
2019-07-19,,,,,PSRD,,,,2.25,,,,,,,,,,,2.25,,,,,,,,,,2.25,,,,,,,,,,,,,1.0,,,2.25,,,,,,MGNT,Магнит ао,3.0,,,,,,19905900.0,,0.0,,,
2019-07-19,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,31.0,,,7.05,,,,,,MGNT,Магнит ао,3.0,,,,,,875598061.04,,0.0,,,
2019-07-22,,,,,EQRP,,,,7.5,,,,,,,,,,,7.5,,,,,,,,,,6.9,,,,,,,,,,,,,32.0,,,6.9,,,,,,MGNT,Магнит ао,3.0,,,,,,2476197860.91,,7.19,,,
2019-07-22,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,32.0,,,0.0,,,,,,MGNT,Магнит ао,3.0,,,,,,820950039.13,,0.0,,,
2019-07-23,,,,,EQRP,,,,7.5,,,,,,,,,,,7.98,,,,,,,,,,6.97,,,,,,,,,,,,,29.0,,,7.02,,,,,,MGNT,Магнит ао,3.0,,,,,,2074920340.48,,7.17,,,
2019-07-23,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,32.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,808013156.24,,0.0,,,
2019-07-24,,,,,EQRP,,,,6.91,,,,,,,,,,,7.97,,,,,,,,,,6.81,,,,,,,,,,,,,30.0,,,7.25,,,,,,MGNT,Магнит ао,3.0,,,,,,1117183045.23,,7.21,,,
2019-07-24,,,,,PSRP,,,,15.25,,,,,,,,,,,15.25,,,,,,,,,,-5.0,,,,,,,,,,,,,39.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,872970227.86,,0.0,,,
2019-07-25,,,,,EQRP,,,,6.91,,,,,,,,,,,7.74,,,,,,,,,,6.9,,,,,,,,,,,,,27.0,,,7.28,,,,,,MGNT,Магнит ао,3.0,,,,,,3178052327.32,,7.03,,,
2019-07-25,,,,,PSRP,,,,0.0,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,29.0,,,5.5,,,,,,MGNT,Магнит ао,3.0,,,,,,1775329221.4,,0.0,,,
2019-07-26,,,,,EQRP,,,,7.5,,,,,,,,,,,7.73,,,,,,,,,,7.0,,,,,,,,,,,,,24.0,,,7.16,,,,,,MGNT,Магнит ао,3.0,,,,,,974735537.53,,7.26,,,
2019-07-26,,,,,PSRP,,,,0.0,,,,,,,,,,,15.25,,,,,,,,,,-7.0,,,,,,,,,,,,,35.0,,,-7.0,,,,,,MGNT,Магнит ао,3.0,,,,,,1032823242.77,,0.0,,,
2019-07-29,,,,,EQRP,,,,7.44,,,,,,,,,,,7.5,,,,,,,,,,7.07,,,,,,,,,,,,,22.0,,,7.08,,,,,,MGNT,Магнит ао,3.0,,,,,,1768368966.78,,7.3,,,
